epoch,accuracy,loss,val_accuracy,val_loss
0,0.13333334028720856,2.749408483505249,0.10000000149011612,2.343327283859253
1,0.1666666716337204,2.3615825176239014,0.2199999988079071,2.0297255516052246
2,0.23333333432674408,2.137852668762207,0.3799999952316284,1.9001104831695557
3,0.2266666740179062,2.1717913150787354,0.3400000035762787,1.7598212957382202
4,0.24666666984558105,2.0951850414276123,0.4399999976158142,1.5647857189178467
5,0.2866666615009308,1.8578364849090576,0.5199999809265137,1.5618293285369873
6,0.36000001430511475,1.826080560684204,0.46000000834465027,1.5930906534194946
7,0.36000001430511475,1.6706560850143433,0.4399999976158142,1.4242686033248901
8,0.3866666555404663,1.690631628036499,0.5600000023841858,1.4300466775894165
9,0.40666666626930237,1.6282583475112915,0.5799999833106995,1.3475924730300903
10,0.3199999928474426,1.733750820159912,0.7200000286102295,1.2043919563293457
11,0.47333332896232605,1.523471474647522,0.5799999833106995,1.2339024543762207
12,0.47333332896232605,1.4343403577804565,0.5199999809265137,1.3690621852874756
13,0.47999998927116394,1.3944551944732666,0.6600000262260437,1.1706968545913696
14,0.5799999833106995,1.2581400871276855,0.6800000071525574,1.188159465789795
15,0.5533333420753479,1.3189188241958618,0.5199999809265137,1.2640677690505981
16,0.5666666626930237,1.2766727209091187,0.5799999833106995,1.2331405878067017
17,0.5333333611488342,1.3757091760635376,0.699999988079071,1.043997883796692
18,0.5866666436195374,1.1669338941574097,0.6399999856948853,1.225477933883667
19,0.5199999809265137,1.309210181236267,0.6800000071525574,0.9711506366729736
20,0.5866666436195374,1.3201903104782104,0.6399999856948853,1.09462571144104
21,0.6333333253860474,1.0674642324447632,0.800000011920929,0.8188058733940125
22,0.653333306312561,1.1033209562301636,0.7400000095367432,0.9228294491767883
23,0.5933333039283752,1.151457667350769,0.6399999856948853,1.0245243310928345
24,0.653333306312561,1.0549119710922241,0.7799999713897705,0.9496174454689026
25,0.6666666865348816,1.0729199647903442,0.7599999904632568,0.8772710561752319
26,0.6000000238418579,1.0630691051483154,0.6399999856948853,1.0353796482086182
27,0.6399999856948853,1.0959213972091675,0.6600000262260437,0.9949188828468323
28,0.6866666674613953,0.9797583818435669,0.7200000286102295,0.937791109085083
29,0.6266666650772095,1.0335874557495117,0.800000011920929,0.774649441242218
30,0.7200000286102295,0.9786819219589233,0.7599999904632568,0.875868022441864
31,0.6200000047683716,1.1156550645828247,0.6800000071525574,0.9484871029853821
32,0.7066666483879089,0.9939572215080261,0.7599999904632568,0.7758510112762451
33,0.6600000262260437,0.990980327129364,0.6399999856948853,0.9926087856292725
34,0.6266666650772095,1.0494332313537598,0.7400000095367432,0.766828179359436
35,0.7066666483879089,0.9076986908912659,0.7200000286102295,0.9324262738227844
36,0.7066666483879089,0.8815015554428101,0.699999988079071,0.8940598964691162
37,0.699999988079071,0.9015691876411438,0.7799999713897705,0.62120521068573
38,0.6266666650772095,1.0253756046295166,0.6800000071525574,0.7698977589607239
39,0.7133333086967468,0.8066673278808594,0.7599999904632568,0.8297483921051025
40,0.6600000262260437,1.0066643953323364,0.7799999713897705,0.7180895805358887
41,0.7266666889190674,0.8898115754127502,0.7599999904632568,0.7825227379798889
42,0.6600000262260437,0.9822966456413269,0.800000011920929,0.6525510549545288
43,0.7200000286102295,0.8647757768630981,0.7400000095367432,0.816325843334198
44,0.6666666865348816,0.9463527202606201,0.8999999761581421,0.5489423274993896
45,0.7133333086967468,0.898252546787262,0.699999988079071,0.8235305547714233
46,0.7266666889190674,0.7972016930580139,0.8999999761581421,0.5726293325424194
47,0.6933333277702332,0.8832021355628967,0.7599999904632568,0.7684423923492432
48,0.699999988079071,0.8802343606948853,0.8399999737739563,0.49408814311027527
49,0.7266666889190674,0.7717010378837585,0.8399999737739563,0.5438311696052551
50,0.6866666674613953,0.8113965392112732,0.7799999713897705,0.6236475110054016
51,0.746666669845581,0.7993775606155396,0.7599999904632568,0.8279475569725037
52,0.7266666889190674,0.7721239924430847,0.7400000095367432,0.7383596301078796
53,0.7133333086967468,0.8149083256721497,0.7799999713897705,0.7759213447570801
54,0.7799999713897705,0.7293304800987244,0.8600000143051147,0.6024719476699829
55,0.753333330154419,0.7106698751449585,0.6200000047683716,0.9759634137153625
56,0.7133333086967468,0.7971328496932983,0.8399999737739563,0.6519834399223328
57,0.7333333492279053,0.7392326593399048,0.800000011920929,0.5978820323944092
58,0.7400000095367432,0.7868923544883728,0.7400000095367432,0.754916250705719
59,0.746666669845581,0.7611879110336304,0.7599999904632568,0.624375581741333
60,0.7866666913032532,0.6830107569694519,0.8399999737739563,0.5751644372940063
61,0.7333333492279053,0.7675907015800476,0.800000011920929,0.5847336649894714
62,0.6866666674613953,0.896422803401947,0.8600000143051147,0.558366596698761
63,0.746666669845581,0.720127284526825,0.7799999713897705,0.5813239216804504
64,0.7066666483879089,0.8573994040489197,0.7799999713897705,0.5289913415908813
65,0.7866666913032532,0.6436829566955566,0.699999988079071,0.7888094186782837
66,0.8029196858406067,0.6014785170555115,0.8399999737739563,0.4773454964160919
67,0.8133333325386047,0.6067250967025757,0.8799999952316284,0.47689858078956604
68,0.7133333086967468,0.8194282054901123,0.8399999737739563,0.5402480363845825
